d.cd_ibge, d.cod_familiar_fam, d.cod_est_cadastral_fam, d.nom_localidade_fam, d.nom_tip_logradouro_fam, d.nom_titulo_logradouro_fam, d.nom_logradouro_fam, d.num_logradouro_fam, d.des_complemento_fam, d.des_complemento_adic_fam, d.num_cep_logradouro_fam, d.txt_referencia_local_fam, d.cod_familia_indigena_fam, d.ind_familia_quilombola_fam, d.qtd_pessoas_domic_fam, d.qtd_familias_domic_fam, d.num_ddd_contato_1_fam, d.num_tel_contato_1_fam, d.ic_tipo_contato_1_fam, d.num_tel_contato_2_fam, d.num_ddd_contato_2_fam, d.ic_tipo_contato_2_fam, p.cod_est_cadastral_memb, p.nom_pessoa, p.num_nis_pessoa_atual, p.nom_apelido_pessoa, p.cod_sexo_pessoa, p.dta_nasc_pessoa, p.cod_parentesco_rf_pessoa, p.cod_raca_cor_pessoa, p.nom_completo_mae_pessoa, p.nom_completo_pai_pessoa, p.fx_idade, p.marc_pbf, p.num_cpf_pessoa, p.cod_deficiencia_memb, p.ind_def_cegueira_memb, p.ind_def_baixa_visao_memb, p.ind_def_surdez_profunda_memb, p.ind_def_surdez_leve_memb, p.ind_def_fisica_memb, p.ind_def_mental_memb, p.ind_def_sindrome_down_memb, p.ind_def_transtorno_mental_memb, p.ind_ajuda_nao_memb, p.ind_ajuda_familia_memb, p.ind_ajuda_especializado_memb, p.ind_ajuda_vizinho_memb, p.ind_ajuda_instituicao_memb, p.ind_ajuda_outra_memb, p.marc_sit_rua
2609600,356523659,3,RIO DOCE,AVENIDA,,SUBIDA DO PERICUJAN,163,BLOCO X CASA Y CONJUNTO HABITACIONAL Z,BLOCO X CASA Y CONJUNTO HABITACIONAL Z,53060520, ,2,2,5,1,81,999999999,L,0,,N,3,Leonardo Márcio Ígor,16232084226,,1,21/06/1979,2,4,Cláudia Ângela Rogerio,Lucas Josefa Jorge,7,0,42157582541,2,,,,,,,,,,,,,,,0
2609600,356523659,3,RIO DOCE,AVENIDA,,SUBIDA DO PERICUJAN,163,BLOCO X CASA Y CONJUNTO HABITACIONAL Z,BLOCO X CASA Y CONJUNTO HABITACIONAL Z,53060520, ,2,2,5,1,81,999999999,L,0,,N,3,Debora Márcio Dáiane,16103462070,,2,18/02/1981,1,4,Rosangela Suelí Sérgio,Guilherme Raimunda Douglas,7,0,76846005242,2,,,,,,,,,,,,,,,0
2609600,356523730,3,ALTO DA CONQUISTA,RUA,,DA TIJUCA,164,CASA X ETAPA Y CONJUNTO Z INFO EXTRA W,,53190001, ,2,2,3,1,81,88888888,L,0,,D,3,Rogério Ronaldo Mariana,16310403525,,1,02/03/2003,3,4,Vitória Ígor Jéssica,José Renata Joao,4,1,55812775834,2,,,,,,,,,,,,,,,0
2609600,356523730,3,ALTO DA CONQUISTA,RUA,,DA TIJUCA,164,CASA X ETAPA Y CONJUNTO Z INFO EXTRA W,CASA X ETAPA Y CONJUNTO Z INFO EXTRA W,53190001, ,2,2,3,1,81,88888888,L,0,,D,3,Rosângela Vitória Sandra,16231875998,,2,05/10/1975,1,4,Joana Ígor Luíz,Márcio Rogério Fabio,8,1,54186882355,2,,,,,,,,,,,,,,,0
2609600,356523810,3,RIO DOCE,AVENIDA,PADRE,CICERO ROMAO,165,,CASA X,53150650,BAR DO DECIO,2,2,1,1,81,88888888,L,0,,N,3,Rosangela Rosa Rogério,16405810454,,2,19/04/1972,1,4,Vitória Raimundo Luzia,Rafael Igor Juliana,8,1,12868577164,2,,,,,,,,,,,,,,,0
2609600,356524035,3,AGUAS COMPRIDAS,RUA,,CACAPAVA,166,,TRAVESSA X,53030000,BAR DO DECIO,2,2,1,1,81,999999999,L,0,,N,3,Adriana Édson Douglas,16405641334,,2,10/02/1975,1,1,Andréia Camila Patricia,Bruno Anderson Manuel,8,0,73852454719,2,,,,,,,,,,,,,,,0
2609600,356524116,3,SAPUCAIA DE FORA,RUA,,CABO VERDE,167,,QUADRA X LOTE Y,53260250,BAR DO DECIO,2,2,5,1,81,999999999,L,0,81,L,3,Daniela Elaine Rosângela,20613607834,,2,29/11/1959,1,4,Patrícia Natália Maria,Guilherme Adriano Luis,11,1,62453116592,2,,,,,,,,,,,,,,,0
2609600,356524540,3,SAPUCAIA,RUA,,CASTELO BRANCO,168,,BLOCO X CASA Y CONJUNTO HABITACIONAL Z,53280160,BAR DO DECIO,2,2,5,1,0,999999999,N,0,,N,3,Márcio Ronaldo Mario,21275036432,,1,03/12/2008,3,4,Maria Lucas Lúcia,Fábio Fabio Leandro,2,1,11064373810,2,,,,,,,,,,,,,,,0
2609600,356524540,3,SAPUCAIA,RUA,,CASTELO BRANCO,168,,,53280160,BAR DO DECIO,2,2,5,1,0,999999999,N,0,,N,3,Marcia Luis Marcos,16231967051,,2,30/10/1970,1,4,Andreia Gustavo Adriano,Raimundo Marcos Mateus,9,1,82256336794,2,,,,,,,,,,,,,,,0
2609600,356524540,3,SAPUCAIA,RUA,,CASTELO BRANCO,168,,,53280160,BAR DO DECIO,2,2,5,1,0,999999999,N,0,,N,3,Ana Renato Vanessa,16325001193,,2,17/02/2003,3,4,Terezinha Rita Pedro,Alexandre Matheus Anderson,4,1,2505771510,2,,,,,,,,,,,,,,,0
2609600,356524540,3,SAPUCAIA,RUA,,CASTELO BRANCO,168,,,53280160,BAR DO DECIO,2,2,5,1,0,999999999,N,0,,N,3,Maria Mateus Jaqueline,16103155003,,2,20/04/1995,3,4,Suelí Leticia Eduardo,Luis Sérgio Rosângela,5,1,288014235,2,,,,,,,,,,,,,,,0
2609600,356524973,3,AGUAS COMPRIDAS,RUA,,SIDNEY,169,,CASA X ETAPA Y CONJUNTO Z INFO EXTRA W,53190740,BAR DO DECIO,2,2,3,1,81,0,O,0,,N,3,Felipe Lucas Manoel,12449289552,,1,12/09/1968,2,4,Elaine Felipe Vítor,Ígor Ricardo Jessica,9,1,13316583300,2,,,,,,,,,,,,,,,0
2609600,356524973,3,AGUAS COMPRIDAS,RUA,,SIDNEY,169,,,53190740,BAR DO DECIO,2,2,3,1,81,0,O,0,,N,3,Raimunda Luis Patrícia,12318338835,,2,29/12/1967,1,4,Vanessa Flávio Jessica,Eduardo Débora Letícia,9,1,82772425495,2,,,,,,,,,,,,,,,0
2609600,356524973,3,AGUAS COMPRIDAS,RUA,,SIDNEY,169,,,53190740,BAR DO DECIO,2,2,3,1,81,0,O,0,,N,3,Suelí Juliana Camila,16581387682,,2,19/01/1998,3,4,Isabel Mario Sergio,Luiz Cláudio Luciano,4,1,73144716570,2,,,,,,,,,,,,,,,0
2609600,356525198,3,AGUAS COMPRIDAS,RUA,,MOGI DAS CRUZES,170,CASA X,,53190560,ESCOLA DEANNA CLARCK XAVIER PROX A BARRACA DE PEDRO,2,2,6,1,81,999999999,L,0,,D,3,Paulo Gabriela Bruno,16632613161,,1,05/01/2002,3,4,Vitória Bruna Patricia,Rogerio Gabriel Guilherme,4,0,44740061279,2,,,,,,,,,,,,,,,0
2609600,356525198,3,AGUAS COMPRIDAS,RUA,,MOGI DAS CRUZES,170,CASA X,CASA X,53190560,ESCOLA DEANNA CLARCK XAVIER PROX A BARRACA DE PEDRO,2,2,6,1,81,999999999,L,0,,D,3,Leandro Andreia Adriano,21200627468,,1,31/05/2004,3,1,Terezinha Francisca Adriano,Guilherme Larissa Fernando,3,0,57524200242,2,,,,,,,,,,,,,,,0
2609600,356525198,3,AGUAS COMPRIDAS,RUA,,MOGI DAS CRUZES,170,CASA X,CASA X,53190560,ESCOLA DEANNA CLARCK XAVIER PROX A BARRACA DE PEDRO,2,2,6,1,81,999999999,L,0,,D,3,Marcio João Luciano,23749138830,,1,06/10/2012,10,4,Angela Jéssica André,Rogerio Fernanda João,2,0,71243874180,2,,,,,,,,,,,,,,,0
2609600,356525198,3,AGUAS COMPRIDAS,RUA,,MOGI DAS CRUZES,170,CASA X,CASA X,53190560,ESCOLA DEANNA CLARCK XAVIER PROX A BARRACA DE PEDRO,2,2,6,1,81,999999999,L,0,,D,3,Francisca Julio Márcio,16103140960,,2,03/06/1978,1,1,Alessandra Sandra Julia,Ricardo Jaqueline Regina,7,0,78280422307,1,,,1,,,,,,,1,1,,,,0
2609600,356525198,3,AGUAS COMPRIDAS,RUA,,MOGI DAS CRUZES,170,CASA X,CASA X,53190560,ESCOLA DEANNA CLARCK XAVIER PROX A BARRACA DE PEDRO,2,2,6,1,81,88888888,L,0,,D,3,Débora André Antônia,16103120196,,2,01/06/1998,3,4,Júlia Rita Antonio,Vitor Raimundo Renata,4,0,85128371018,2,,,,,,,,,,,,,,,0
2609600,356525198,3,AGUAS COMPRIDAS,RUA,,MOGI DAS CRUZES,170,CASA X,CASA X,53190560,ESCOLA DEANNA CLARCK XAVIER PROX A BARRACA DE PEDRO,2,2,6,1,81,88888888,L,0,,D,3,Márcia Patricia Alex,23749136447,,2,08/09/2009,10,4,Luciana Mateus Matheus,Leonardo Gabriel Luciana,2,0,16815004007,2,,,,,,,,,,,,,,,0
2609600,356525350,3,AGUAS COMPRIDAS,RUA,,CORREGO DO ABACATE,171,TRAVESSA X,,53030000,POR TRAS DA ESCOLA ESCRITOR PAULO CAVALCANTI,2,2,2,1,81,88888888,L,0,,D,3,Matheus Sebastião Raquel,21230165152,,1,27/10/2006,3,4,Sonia Rodrigo Dáiane,Flávio Antonio Rodrigo,2,1,64635156206,2,,,,,,,,,,,,,,,0
2609600,356525350,3,AGUAS COMPRIDAS,RUA,,CORREGO DO ABACATE,171,TRAVESSA X,TRAVESSA X,53030000,POR TRAS DA ESCOLA ESCRITOR PAULO CAVALCANTI,2,2,2,1,81,999999999,L,0,,D,3,Patrícia Vitória Sérgio,16405568254,,2,24/01/1978,1,4,Claudia Jéssica Mariana,Guilherme Pedro Antonia,7,1,23613230011,2,,,,,,,,,,,,,,,0
2609600,356525511,3,AGUAS COMPRIDAS,RUA,,TIJUCA,172,QUADRA X LOTE Y,,53190000,NA FRENTE DO QUARTEL SUBINDO NO ANTIGO VETERINARIO,2,2,4,1,81,999999999,L,0,,N,3,Antônio Fernanda Carlos,16232044623,,1,25/01/2000,3,1,Maria Adriano Marcia,Júlio Rafaela Larissa,4,1,43255464137,2,,,,,,,,,,,,,,,0
2609600,356525511,3,AGUAS COMPRIDAS,RUA,,TIJUCA,172,QUADRA X LOTE Y,QUADRA X LOTE Y,53190000,NA FRENTE DO QUARTEL SUBINDO NO ANTIGO VETERINARIO,2,2,4,1,81,999999999,L,0,,N,3,Rodrigo Rodrigo Sergio,21358316688,,1,11/08/2018,5,4,Andreia Roberto Sérgio,João Igor Lucia,0,1,,2,,,,,,,,,,,,,,,0
2609600,356525511,3,AGUAS COMPRIDAS,RUA,,TIJUCA,172,QUADRA X LOTE Y,QUADRA X LOTE Y,53190000,NA FRENTE DO QUARTEL SUBINDO NO ANTIGO VETERINARIO,2,2,4,1,81,999999999,L,0,,N,3,Jessica Guilherme Vinícius,16103403392,,2,07/08/1978,1,1,Sueli Júlia Rosangela,Flavio Samuel Antonia,7,1,43417030218,2,,,,,,,,,,,,,,,0
2609600,356525511,3,AGUAS COMPRIDAS,RUA,,TIJUCA,172,QUADRA X LOTE Y,QUADRA X LOTE Y,53190000,NA FRENTE DO QUARTEL SUBINDO NO ANTIGO VETERINARIO,2,2,4,1,81,999999999,L,0,,N,3,Simone Rafael Amanda,16581650510,,2,16/06/1998,3,1,Francisca Leticia Patricia,Rafael André José,4,1,5827230359,2,,,,,,,,,,,,,,,0
2609600,356525511,3,AGUAS COMPRIDAS,RUA,,TIJUCA,172,QUADRA X LOTE Y,QUADRA X LOTE Y,53190000,NA FRENTE DO QUARTEL SUBINDO NO ANTIGO VETERINARIO,2,2,4,1,81,999999999,L,0,,N,3,Jaqueline Sebastião Edson,23846867981,,2,15/01/2016,5,4,Vitória Mario Claudio,Guilherme Jaqueline Vinícius,1,1,2551152887,2,,,,,,,,,,,,,,,0
2609600,356525600,3,ALTO DA CONQUISTA,CORREGO,,DO ABACATE,173,BLOCO X CASA Y CONJUNTO HABITACIONAL Z,,53180090,PROX A ESCOLA ESCRITOR PAULO CAVALCANTI,2,2,1,1,81,999999999,O,0,,N,3,Leonardo Vinícius Sônia,16655072434,,1,24/07/2003,3,2,Lucia Geraldo Ângela,Sebastião Douglas Alex,3,1,61802137807,2,,,,,,,,,,,,,,,0
2609600,356525600,3,ALTO DA CONQUISTA,CORREGO,,DO ABACATE,173,BLOCO X CASA Y CONJUNTO HABITACIONAL Z,BLOCO X CASA Y CONJUNTO HABITACIONAL Z,53180090,PROX A ESCOLA ESCRITOR PAULO CAVALCANTI,2,2,1,1,81,999999999,O,0,,N,3,Fernanda Fabio Marcelo,16231952208,,2,17/02/1968,1,4,Renata Douglas Flávio,Bruno Isabel Ângela,9,1,80247455423,2,,,,,,,,,,,,,,,0
2609600,356526089,3,AGUAS COMPRIDAS,AVENIDA,,PORTUGUESA,174,CASA X ETAPA Y CONJUNTO Z INFO EXTRA W,,53190020,POR TRAS DA ANTENA DA MANCHETE,2,2,5,1,81,999999999,O,0,,N,3,Marcio Lucia Angela,21391775823,,1,09/02/2007,10,2,Antonia Leticia Vitoria,Luciano Fábio Adriano,2,0,71170876099,2,,,,,,,,,,,,,,,0
2609600,356526089,3,AGUAS COMPRIDAS,AVENIDA,,PORTUGUESA,174,CASA X ETAPA Y CONJUNTO Z INFO EXTRA W,CASA X ETAPA Y CONJUNTO Z INFO EXTRA W,53190020,POR TRAS DA ANTENA DA MANCHETE,2,2,5,1,81,999999999,O,0,,N,3,Renata Amanda Ânderson,16231872409,,2,18/02/1978,1,2,Manuel Rogério Marcelo,Luiz Ângela Renato,7,0,13208147279,2,,,,,,,,,,,,,,,0
2609600,356526089,3,AGUAS COMPRIDAS,AVENIDA,,PORTUGUESA,174,CASA X ETAPA Y CONJUNTO Z INFO EXTRA W,CASA X ETAPA Y CONJUNTO Z INFO EXTRA W,53190020,POR TRAS DA ANTENA DA MANCHETE,2,2,5,1,81,999999999,O,0,,N,3,Terezinha Rosângela Daniele,16231946445,,2,27/04/1998,3,4,Luciana Anderson André,Ronaldo Daiane Rosangela,4,0,6318714545,1,,,,,1,,,,,1,,,,,0
2609600,356526089,3,AGUAS COMPRIDAS,AVENIDA,,PORTUGUESA,174,CASA X ETAPA Y CONJUNTO Z INFO EXTRA W,CASA X ETAPA Y CONJUNTO Z INFO EXTRA W,53190020,POR TRAS DA ANTENA DA MANCHETE,2,2,5,1,81,999999999,O,0,,N,3,Andréia Sonia Luciana,16314985391,,2,01/05/2004,3,2,Sueli Rosa Igor,Luis Antonio Jessica,3,0,35883678297,2,,,,,,,,,,,,,,,0
2609600,356526089,3,AGUAS COMPRIDAS,AVENIDA,,PORTUGUESA,174,CASA X ETAPA Y CONJUNTO Z INFO EXTRA W,CASA X ETAPA Y CONJUNTO Z INFO EXTRA W,53190020,POR TRAS DA ANTENA DA MANCHETE,2,2,5,1,81,999999999,O,0,,N,3,Amanda Bruna Mateus,22007461209,,2,16/11/2009,3,4,Natalia Suelí Luzía,Alex Raimunda Guilherme,2,0,88284167000,2,,,,,,,,,,,,,,,0
2609600,356526160,3,RIO DOCE,RUA,,SETE,175,,CASA X,53090300,PROX POSTO DE SAUDE,2,2,1,1,81,999999999,L,0,,N,3,Francisca Daniele Rosangela,20071459825,,2,11/10/1978,1,4,Maria Daniela Fernando,Marcio Diego Luzia,7,0,3033331548,2,,,,,,,,,,,,,,,0
2609600,356526321,3,JARDIM ATLANTICO,RUA,,ANTONIETA GUIMARAES DE ANDRADE,176,,TRAVESSA X,53050150,PROX POSTO DE SAUDE,2,2,5,1,81,999999999,L,0,81,L,3,Paulo Eliane Sônia,22019420359,,1,18/01/2011,3,4,Marcia Larissa Raquel,Vitor Eduardo Raimundo,2,1,66682887159,2,,,,,,,,,,,,,,,0
2609600,356526321,3,JARDIM ATLANTICO,RUA,,ANTONIETA GUIMARAES DE ANDRADE,176,,,53050150,PROX POSTO DE SAUDE,2,2,5,1,81,999999999,L,0,81,L,3,Vitória Vera Débora,16103238340,,2,12/06/1984,1,2,Luzia Gabriel Rita,Rodrigo Gabriel Adriano,6,1,17515543680,2,,,,,,,,,,,,,,,0
2609600,356526321,3,JARDIM ATLANTICO,RUA,,ANTONIETA GUIMARAES DE ANDRADE,176,,,53050150,PROX POSTO DE SAUDE,2,2,5,1,81,999999999,L,0,81,L,3,Carla Daví Marcio,16314987777,,2,22/01/2001,3,2,Marlene André Vanessa,Rafael Douglas Fábio,4,1,47504644226,2,,,,,,,,,,,,,,,0
2609600,356526321,3,JARDIM ATLANTICO,RUA,,ANTONIETA GUIMARAES DE ANDRADE,176,,,53050150,PROX POSTO DE SAUDE,2,2,5,1,81,999999999,L,0,81,L,3,Jaqueline Natália Marcos,16692791627,,2,25/07/2007,3,4,Rita Ânderson Camila,Sergio Renato Vitoria,2,1,87742643545,2,,,,,,,,,,,,,,,0
2609600,356526321,3,JARDIM ATLANTICO,RUA,,ANTONIETA GUIMARAES DE ANDRADE,176,,,53050150,PROX POSTO DE SAUDE,2,2,5,1,81,999999999,L,999999999,81,L,3,Daniela Josefa Fernanda,16664553695,,2,03/01/2005,3,1,Jaqueline Sérgio Leandro,Rogerio Sandra Natália,3,1,46505803319,2,,,,,,,,,,,,,,,0
2609600,356526674,3,SAPUCAIA DE DENTRO,RUA,,14 DE JULHO,177,,QUADRA X LOTE Y,53200280,PROX POSTO DE SAUDE,2,2,4,1,81,999999999,R,999999999,,N,3,Fernando Paulo Luana,16103457220,,1,04/06/1999,3,4,Rosa Édson Mário,Júlio Daví Fabio,4,0,56503641508,2,,,,,,,,,,,,,,,0
2609600,356526674,3,SAPUCAIA DE DENTRO,RUA,,14 DE JULHO,177,,,53200280,PROX POSTO DE SAUDE,2,2,4,1,81,999999999,R,999999999,,N,3,Sandra Vinícius Claudia,12660542459,,2,10/09/1977,1,4,Júlia Manuel Paulo,Carlos Claudia Aparecida,7,0,16568214000,2,,,,,,,,,,,,,,,0
2609600,356526755,3,RIO DOCE,RUA,,UM,178,,BLOCO X CASA Y CONJUNTO HABITACIONAL Z,53150335,PROX POSTO DE SAUDE,2,2,8,1,81,999999999,O,999999999,,N,3,Igor Fernanda Guilherme,16300810330,,1,30/03/2001,3,1,Júlia Anderson Felipe,Daví Jéssica Lucia,4,1,53676254015,2,,,,,,,,,,,,,,,0
2609600,356526755,3,RIO DOCE,RUA,,UM,178,,,53150335,PROX POSTO DE SAUDE,2,2,8,1,81,999999999,O,0,,N,3,Ígor Mário Simone,16320623617,DUDU,1,12/03/2005,3,1,Fabiana Joana Debora,Marcelo Fábio Roberto,3,1,23545137635,2,,,,,,,,,,,,,,,0
2609600,356526755,3,RIO DOCE,RUA,,UM,178,,,53150335,PROX POSTO DE SAUDE,2,2,8,1,81,999999999,O,0,,N,3,Rafael Debora Larissa,23709994124,,1,03/09/2013,3,1,Patricia Adriana Júlia,Renato Fabiana Antonia,2,1,74267870527,2,,,,,,,,,,,,,,,0
2609600,356526755,3,RIO DOCE,RUA,,UM,178,,,53150335,PROX POSTO DE SAUDE,2,2,8,1,81,999999999,O,0,,N,3,Francisca Sérgio Leandro,16103413843,NINHA,2,16/10/1978,1,4,Sônia Mariana Eduardo,Mateus Jéssica Marcos,7,1,7117286156,2,,,,,,,,,,,,,,,0
2609600,356526755,3,RIO DOCE,RUA,,UM,178,,,53150335,PROX POSTO DE SAUDE,2,2,8,1,81,999999999,O,0,,N,3,Maria Isabel Adriana,16103419884,,2,05/02/1998,3,4,Aline Suelí Jéssica,Sebastiao Sérgio Marcia,4,1,86510386828,2,,,,,,,,,,,,,,,0
2609600,356526755,3,RIO DOCE,RUA,,UM,178,,,53150335,PROX POSTO DE SAUDE,2,2,8,1,81,999999999,O,0,,N,3,Natália Natalia Antonia,23709994132,,2,03/09/2013,3,4,Vanessa Debora Ronaldo,Leandro Joana Felipe,2,1,87331576186,2,,,,,,,,,,,,,,,0
2609600,356526755,3,RIO DOCE,RUA,,UM,178,,,53150335,PROX POSTO DE SAUDE,2,2,8,1,81,999999999,O,0,,N,3,Vitória Gabriel Andréia,23746127609,,2,17/01/2015,3,4,Isabel Luís Ígor,Joao Carla Anderson,1,1,83768642119,2,,,,,,,,,,,,,,,0
2609600,356526755,3,RIO DOCE,RUA,,UM,178,,,53150335,PROX POSTO DE SAUDE,2,2,8,1,81,999999999,O,0,,N,3,Raimunda Ângela Beatriz,23770023931,,2,09/12/2014,5,1,Júlia Ronaldo Julia,Marcelo Luíz Vera,1,1,60663023459,2,,,,,,,,,,,,,,,0
2609600,356526836,3,AGUAS COMPRIDAS,CORREGO,,DO ABACATE,179,,CASA X ETAPA Y CONJUNTO Z INFO EXTRA W,53120000,PROX POSTO DE SAUDE,2,2,1,1,81,999999999,L,0,,D,3,Beatriz Gabriel Thiago,16037722235,,2,03/03/1955,1,2,Leticia Claudio Patricia,Fernando Vitória Rosangela,12,0,54356001460,2,,,,,,,,,,,,,,,0
2609600,356526917,3,JARDIM ATLANTICO,RUA,,J,180,CASA X,,53050456, ,2,2,8,1,81,999999999,L,0,,N,3,Flávio Francisco Ígor,16581585085,,1,24/09/1975,2,4,Raquel Luís Rosângela,Mário Cristiane Sueli,8,1,32384720465,2,,,,,,,,,,,,,,,0
2609600,356526917,3,JARDIM ATLANTICO,RUA,,J,180,CASA X,CASA X,53050456, ,2,2,8,1,81,999999999,L,88888888,,N,3,Ânderson Douglas Marcio,16103457360,,1,12/02/1996,3,4,Leticia Francisca Vinícius,Guilherme Alex Jorge,5,1,1438414161,2,,,,,,,,,,,,,,,0
2609600,356526917,3,JARDIM ATLANTICO,RUA,,J,180,CASA X,CASA X,53050456, ,2,2,8,1,81,999999999,L,88888888,,N,3,Luíz Márcio Leandro,21226542664,,1,27/10/2002,3,1,Terezinha Marcia Édson,Flavio Antônia Maria,4,1,75660784704,2,,,,,,,,,,,,,,,0
2609600,356526917,3,JARDIM ATLANTICO,RUA,,J,180,CASA X,CASA X,53050456, ,2,2,8,1,81,999999999,L,0,,N,3,Ricardo Fernando Marcia,21226543490,,1,28/05/2001,3,1,Sueli Simone Maria,Julio Rosângela Aparecida,4,1,54308383064,2,,,,,,,,,,,,,,,0
2609600,356526917,3,JARDIM ATLANTICO,RUA,,J,180,CASA X,CASA X,53050456, ,2,2,8,1,81,999999999,L,0,,N,3,Cristiane Luana Rafael,16405784275,,2,04/01/1979,1,1,Aline Rafaela Antonia,Guilherme Lucia Rafaela,7,1,48104838865,2,,,,,,,,,,,,,,,0
2609600,356526917,3,JARDIM ATLANTICO,RUA,,J,180,CASA X,CASA X,53050456, ,2,2,8,1,81,999999999,L,0,,N,3,Márcia Luzia Francisco,21239462583,,2,21/11/2007,3,4,Dáiane Vanessa Renato,Claudio Luzia Letícia,2,1,62668386560,2,,,,,,,,,,,,,,,0
2609600,356527212,3,AGUAS COMPRIDAS,RUA,,CACAPAVA,181,TRAVESSA X,,53190210,IGREJA ABREU E LIMA,2,2,2,1,81,999999999,L,0,,D,3,Vitória Rafael Sonia,16581616770,,2,20/09/1980,1,1,Sandra Francisca Ronaldo,Mário Rodrigo Débora,7,0,8684076311,2,,,,,,,,,,,,,,,0
2609600,356527565,3,JARDIM ATLANTICO,RUA,PADRE,CICERO ROMAO,182,QUADRA X LOTE Y,,53060325,DE FRENTE DA INTEGRAO DE XAMBAR,2,2,3,1,81,999999999,L,0,81,L,3,Ana Thiago Marcia,16485307371,,2,28/12/1986,3,4,Raimunda Vinicius Rogerio,Rafael Marcio Samuel,5,1,21500684007,2,,,,,,,,,,,,,,,0
2609600,356527565,3,JARDIM ATLANTICO,RUA,PADRE,CICERO ROMAO,182,QUADRA X LOTE Y,QUADRA X LOTE Y,53060325,DE FRENTE DA INTEGRAO DE XAMBAR,2,2,3,1,81,999999999,L,0,81,L,3,Sonia Eduardo Rafaela,16405790003,,2,07/03/1962,1,2,Isabel Luiz Mário,Anderson Rafael Lúcia,10,1,78674323103,2,,,,,,,,,,,,,,,0
2609600,356527565,3,JARDIM ATLANTICO,RUA,PADRE,CICERO ROMAO,182,QUADRA X LOTE Y,QUADRA X LOTE Y,53060325,DE FRENTE DA INTEGRAO DE XAMBAR,2,2,3,1,81,999999999,L,0,81,L,3,Adriana Douglas Sueli,23725704224,,2,13/04/2012,5,1,Larissa Sônia Isabel,Flavio Leandro Francisca,2,1,64462686705,2,,,,,,,,,,,,,,,0
2609600,356527646,3,VARADOURO,RUA,,MANOEL DE SOUZA LOPES,183,BLOCO X CASA Y CONJUNTO HABITACIONAL Z,,53020290, ,2,2,7,1,81,999999999,L,0,,N,3,Fabio Rosa Maria,16655163405,,1,14/05/2004,3,4,Natália Matheus Rodrigo,Leandro Alex Ana,3,1,46245082382,2,,,,,,,,,,,,,,,0
2609600,356527646,3,VARADOURO,RUA,,MANOEL DE SOUZA LOPES,183,BLOCO X CASA Y CONJUNTO HABITACIONAL Z,BLOCO X CASA Y CONJUNTO HABITACIONAL Z,53020290, ,2,2,7,1,81,999999999,L,0,,N,3,Amanda Francisco Vera,16103334382,DIDO,2,14/10/1981,1,4,Debora Sebastião Júlia,Rodrigo Samuel Patrícia,6,1,31408830485,2,,,,,,,,,,,,,,,0
2609600,356527727,3,AGUAS COMPRIDAS,RUA,,CORREGO DO ABACATE,184,CASA X ETAPA Y CONJUNTO Z INFO EXTRA W,,53180090,MERCADINHO DO JONAS,2,2,3,1,81,999999999,O,0,,N,3,João Antônio Debora,21375035349,,1,09/03/2019,3,4,Daniela Lucia Lúcia,Antonio Alex Gustavo,0,1,26187545060,2,,,,,,,,,,,,,,,0
2609600,356527727,3,AGUAS COMPRIDAS,RUA,,CORREGO DO ABACATE,184,CASA X ETAPA Y CONJUNTO Z INFO EXTRA W,CASA X ETAPA Y CONJUNTO Z INFO EXTRA W,53180090,MERCADINHO DO JONAS,2,2,3,1,81,0,O,0,,N,3,Marlene Raimundo Sérgio,16103209847,,2,10/02/1981,1,4,Rosângela Eduardo Suelí,Luíz Terezinha Raimunda,7,1,84865080295,2,,,,,,,,,,,,,,,0
2609600,356527727,3,AGUAS COMPRIDAS,RUA,,CORREGO DO ABACATE,184,CASA X ETAPA Y CONJUNTO Z INFO EXTRA W,CASA X ETAPA Y CONJUNTO Z INFO EXTRA W,53180090,MERCADINHO DO JONAS,2,2,3,1,81,0,O,0,,N,3,Leticia Sérgio Marcelo,21266127838,,2,20/11/2010,3,4,Sonia Jessica Guilherme,Pedro Alexandre Regina,2,1,80023362162,2,,,,,,,,,,,,,,,0
2609600,369509471,3,ALTO DA BONDADE,RUA,,CARLOS ANTONIO DIAS,185,,CASA X,53200037, ,2,2,3,1,81,999999999,L,0,81,L,3,Guilherme Fabiana Fernando,10869203239,,1,26/07/1949,2,4,Carla Bruna Suelí,Antônio Gabriel Rogério,12,0,,2,,,,,,,,,,,,,,,0
2609600,369509471,3,ALTO DA BONDADE,RUA,,CARLOS ANTONIO DIAS,185,,,53200037, ,2,2,3,1,81,999999999,L,0,81,L,3,Luana Luciano Aline,12511419922,,2,13/07/1962,1,2,Rosângela Eduardo Thiago,Ânderson Andreia Raimundo,10,0,24708732236,2,,,,,,,,,,,,,,,0
2609600,369509986,3,ALTO DA BONDADE,RUA,,ANATOMIA,186,,TRAVESSA X,53280020, ,2,2,6,1,81,999999999,L,0,81,C,3,Rodrigo Jorge Rosângela,16104134670,,1,14/04/2000,3,4,Aparecida Beatriz Cláudia,Ronaldo Carla Debora,4,1,11481610660,2,,,,,,,,,,,,,,,0
2609600,369509986,3,ALTO DA BONDADE,RUA,,ANATOMIA,186,,,53280020, ,2,2,6,1,81,999999999,L,0,81,C,3,Matheus Ronaldo André,16685761033,,1,07/02/2007,3,4,Claudia Ronaldo Simone,Sergio Ânderson Matheus,2,1,86133468556,2,,,,,,,,,,,,,,,0
